word,length,difficulty
relaxation,10,Hard
relay,5,Easy
release,7,Medium
released,8,Medium
releases,8,Medium
relevance,9,Hard
relevant,8,Medium
reliability,11,Hard
reliable,8,Medium
reliance,8,Medium
relief,6,Medium
religion,8,Medium
religions,9,Hard
religious,9,Hard
reload,6,Medium
relocation,10,Hard
relying,7,Medium
remain,6,Medium
remainder,9,Hard
remained,8,Medium
remaining,9,Hard
remains,7,Medium
remark,6,Medium
remarkable,10,Hard
remarks,7,Medium
remedies,8,Medium
remedy,6,Medium
remember,8,Medium
remembered,10,Hard
remind,6,Medium
reminder,8,Medium
remix,5,Easy
remote,6,Medium
removable,9,Hard
removal,7,Medium
remove,6,Medium
removed,7,Medium
removing,8,Medium
renaissance,11,Hard
render,6,Medium
rendered,8,Medium
rendering,9,Hard
renew,5,Easy
renewable,9,Hard
renewal,7,Medium
rental,6,Medium
rentals,7,Medium
rentcom,7,Medium
repair,6,Medium
repairs,7,Medium
repeat,6,Medium
repeated,8,Medium
replace,7,Medium
replaced,8,Medium
replacement,11,Hard
replacing,9,Hard
replica,7,Medium
replication,11,Hard
replied,7,Medium
replies,7,Medium
reply,5,Easy
report,6,Medium
reported,8,Medium
reporter,8,Medium
reporters,9,Hard
reporting,9,Hard
reports,7,Medium
repository,10,Hard
represent,9,Hard
representation,14,Hard
representations,15,Hard
representative,14,Hard
representatives,15,Hard
represented,11,Hard
representing,12,Hard
represents,10,Hard
reprint,7,Medium
reprints,8,Medium
reproduce,9,Hard
reproduced,10,Hard
reproduction,12,Hard
reproductive,12,Hard
republic,8,Medium
republican,10,Hard
republicans,11,Hard
reputation,10,Hard
request,7,Medium
requested,9,Hard
requesting,10,Hard
requests,8,Medium
require,7,Medium
required,8,Medium
requirement,11,Hard
requirements,12,Hard
requires,8,Medium
requiring,9,Hard
rescue,6,Medium
research,8,Medium
researcher,10,Hard
researchers,11,Hard
reseller,8,Medium
reservation,11,Hard
reservations,12,Hard
reserve,7,Medium
reserved,8,Medium
reserves,8,Medium
reservoir,9,Hard
reset,5,Easy
residence,9,Hard
resident,8,Medium
residential,11,Hard
residents,9,Hard
resist,6,Medium
resistance,10,Hard
resistant,9,Hard
resolution,10,Hard
resolutions,11,Hard
resolve,7,Medium
resolved,8,Medium
resort,6,Medium
resorts,7,Medium
resource,8,Medium
resources,9,Hard
respect,7,Medium
respected,9,Hard
respective,10,Hard
respectively,12,Hard
respiratory,11,Hard
respond,7,Medium
responded,9,Hard
respondent,10,Hard
respondents,11,Hard
responding,10,Hard
response,8,Medium
responses,9,Hard
responsibilities,16,Hard
responsibility,14,Hard
responsible,11,Hard
restaurant,10,Hard
restaurants,11,Hard
restoration,11,Hard
restore,7,Medium
restored,8,Medium
restrict,8,Medium
restricted,10,Hard
restriction,11,Hard
restrictions,12,Hard
restructuring,13,Hard
result,6,Medium
resulted,8,Medium
resulting,9,Hard
results,7,Medium
resume,6,Medium
resumes,7,Medium
retail,6,Medium
retailer,8,Medium
retailers,9,Hard
retain,6,Medium
retained,8,Medium
retention,9,Hard
retired,7,Medium
retirement,10,Hard
retreat,7,Medium
retrieval,9,Hard
retrieve,8,Medium
retrieved,9,Hard
retro,5,Easy
return,6,Medium
returned,8,Medium
returning,9,Hard
returns,7,Medium
reunion,7,Medium
reuters,7,Medium
reveal,6,Medium
revealed,8,Medium
reveals,7,Medium
revelation,10,Hard
revenge,7,Medium
revenue,7,Medium
revenues,8,Medium
reverse,7,Medium
review,6,Medium
reviewed,8,Medium
reviewer,8,Medium
reviewing,9,Hard
reviews,7,Medium
revised,7,Medium
revision,8,Medium
revisions,9,Hard
revolution,10,Hard
revolutionary,13,Hard
reward,6,Medium
rewards,7,Medium
reynolds,8,Medium
rhode,5,Easy
rhythm,6,Medium
ribbon,6,Medium
richard,7,Medium
richards,8,Medium
richardson,10,Hard
richmond,8,Medium
rider,5,Easy
riders,6,Medium
rides,5,Easy
ridge,5,Easy
riding,6,Medium
right,5,Easy
rights,6,Medium
rings,5,Easy
ringtone,8,Medium
ringtones,9,Hard
rising,6,Medium
risks,5,Easy
river,5,Easy
rivers,6,Medium
riverside,9,Hard
roads,5,Easy
robert,6,Medium
roberts,7,Medium
robertson,9,Hard
robin,5,Easy
robinson,8,Medium
robot,5,Easy
robots,6,Medium
robust,6,Medium
rochester,9,Hard
rocket,6,Medium
rocks,5,Easy
rocky,5,Easy
roger,5,Easy
rogers,6,Medium
roland,6,Medium
roles,5,Easy
rolled,6,Medium
roller,6,Medium
rolling,7,Medium
rolls,5,Easy
roman,5,Easy
romance,7,Medium
romania,7,Medium
romantic,8,Medium
ronald,6,Medium
roommate,8,Medium
roommates,9,Hard
rooms,5,Easy
roots,5,Easy
roses,5,Easy
roster,6,Medium
rotary,6,Medium
rotation,8,Medium
rouge,5,Easy
rough,5,Easy
roughly,7,Medium
roulette,8,Medium
round,5,Easy
rounds,6,Medium
route,5,Easy
router,6,Medium
routers,7,Medium
routes,6,Medium
routine,7,Medium
routines,8,Medium
routing,7,Medium
rover,5,Easy
royal,5,Easy
royalty,7,Medium
rubber,6,Medium
rugby,5,Easy
ruled,5,Easy
rules,5,Easy
ruling,6,Medium
runner,6,Medium
running,7,Medium
runtime,7,Medium
rural,5,Easy
russell,7,Medium
russia,6,Medium
russian,7,Medium
rwanda,6,Medium
sacramento,10,Hard
sacred,6,Medium
sacrifice,9,Hard
saddam,6,Medium
safari,6,Medium
safely,6,Medium
safer,5,Easy
safety,6,Medium
sagem,5,Easy
sailing,7,Medium
saint,5,Easy
saints,6,Medium
salad,5,Easy
salaries,8,Medium
salary,6,Medium
salem,5,Easy
sales,5,Easy
sally,5,Easy
salmon,6,Medium
salon,5,Easy
salvador,8,Medium
salvation,9,Hard
samba,5,Easy
samoa,5,Easy
sample,6,Medium
samples,7,Medium
sampling,8,Medium
samsung,7,Medium
samuel,6,Medium
sandra,6,Medium
sandwich,8,Medium
sandy,5,Easy
santa,5,Easy
sanyo,5,Easy
sapphire,8,Medium
sarah,5,Easy
saskatchewan,12,Hard
satellite,9,Hard
satin,5,Easy
satisfaction,12,Hard
satisfactory,12,Hard
satisfied,9,Hard
satisfy,7,Medium
saturday,8,Medium
saturn,6,Medium
sauce,5,Easy
saudi,5,Easy
savage,6,Medium
savannah,8,Medium
saved,5,Easy
saver,5,Easy
saves,5,Easy
saving,6,Medium
savings,7,Medium
saying,6,Medium
sbjct,5,Easy
scale,5,Easy
scales,6,Medium
scanned,7,Medium
scanner,7,Medium
scanners,8,Medium
scanning,8,Medium
scary,5,Easy
scenario,8,Medium
scenarios,9,Hard
scene,5,Easy
scenes,6,Medium
scenic,6,Medium
schedule,8,Medium
scheduled,9,Hard
schedules,9,Hard
scheduling,10,Hard
schema,6,Medium
scheme,6,Medium
schemes,7,Medium
scholar,7,Medium
scholars,8,Medium
scholarship,11,Hard
scholarships,12,Hard
school,6,Medium
schools,7,Medium
science,7,Medium
sciences,8,Medium
scientific,10,Hard
scientist,9,Hard
scientists,10,Hard
scoop,5,Easy
scope,5,Easy
score,5,Easy
scored,6,Medium
scores,6,Medium
scoring,7,Medium
scotia,6,Medium
scotland,8,Medium
scott,5,Easy
scottish,8,Medium
scout,5,Easy
scratch,7,Medium
screen,6,Medium
screening,9,Hard
screens,7,Medium
screensaver,11,Hard
screensavers,12,Hard
screenshot,10,Hard
screenshots,11,Hard
screw,5,Easy
script,6,Medium
scripting,9,Hard
scripts,7,Medium
scroll,6,Medium
scuba,5,Easy
sculpture,9,Hard
seafood,7,Medium
sealed,6,Medium
search,6,Medium
searchcom,9,Hard
searched,8,Medium
searches,8,Medium
searching,9,Hard
season,6,Medium
seasonal,8,Medium
seasons,7,Medium
seating,7,Medium
seats,5,Easy
seattle,7,Medium
second,6,Medium
secondary,9,Hard
seconds,7,Medium
secret,6,Medium
secretariat,11,Hard
secretary,9,Hard
secrets,7,Medium
section,7,Medium
sections,8,Medium
sector,6,Medium
sectors,7,Medium
secure,6,Medium
secured,7,Medium
securely,8,Medium
securities,10,Hard
security,8,Medium
seeds,5,Easy
seeing,6,Medium
seeker,6,Medium
seekers,7,Medium
seeking,7,Medium
seeks,5,Easy
seemed,6,Medium
seems,5,Easy
segment,7,Medium
segments,8,Medium
select,6,Medium
selected,8,Medium
selecting,9,Hard
selection,9,Hard
selections,10,Hard
selective,9,Hard
seller,6,Medium
sellers,7,Medium
selling,7,Medium
sells,5,Easy
semester,8,Medium
semiconductor,13,Hard
seminar,7,Medium
seminars,8,Medium
senate,6,Medium
senator,7,Medium
senators,8,Medium
sender,6,Medium
sending,7,Medium
sends,5,Easy
senegal,7,Medium
senior,6,Medium
seniors,7,Medium
sense,5,Easy
sensitive,9,Hard
sensitivity,11,Hard
sensor,6,Medium
sensors,7,Medium
sentence,8,Medium
sentences,9,Hard
separate,8,Medium
separated,9,Hard
separately,10,Hard
separation,10,Hard
september,9,Hard
sequence,8,Medium
sequences,9,Hard
serbia,6,Medium
serial,6,Medium
series,6,Medium
serious,7,Medium
seriously,9,Hard
serum,5,Easy
serve,5,Easy
served,6,Medium
server,6,Medium
servers,7,Medium
serves,6,Medium
service,7,Medium
services,8,Medium
serving,7,Medium
session,7,Medium
sessions,8,Medium
setting,7,Medium
settings,8,Medium
settle,6,Medium
settled,7,Medium
settlement,10,Hard
setup,5,Easy
seven,5,Easy
seventh,7,Medium
several,7,Medium
severe,6,Medium
sewing,6,Medium
sexcam,6,Medium
sexual,6,Medium
sexuality,9,Hard
sexually,8,Medium
shade,5,Easy
shades,6,Medium
shadow,6,Medium
shadows,7,Medium
shaft,5,Easy
shake,5,Easy
shakespeare,11,Hard
shakira,7,Medium
shall,5,Easy
shame,5,Easy
shanghai,8,Medium
shannon,7,Medium
shape,5,Easy
shaped,6,Medium
shapes,6,Medium
share,5,Easy
shared,6,Medium
shareholders,12,Hard
shares,6,Medium
shareware,9,Hard
sharing,7,Medium
shark,5,Easy
sharon,6,Medium
sharp,5,Easy
shaved,6,Medium
sheep,5,Easy
sheer,5,Easy
sheet,5,Easy
sheets,6,Medium
sheffield,9,Hard
shelf,5,Easy
shell,5,Easy
shelter,7,Medium
shemale,7,Medium
shemales,8,Medium
shepherd,8,Medium
sheriff,7,Medium
sherman,7,Medium
shield,6,Medium
shift,5,Easy
shine,5,Easy
shipment,8,Medium
shipments,9,Hard
shipped,7,Medium
shipping,8,Medium
ships,5,Easy
shirt,5,Easy
shirts,6,Medium
shock,5,Easy
shoes,5,Easy
shoot,5,Easy
shooting,8,Medium
shopper,7,Medium
shoppercom,10,Hard
shoppers,8,Medium
shopping,8,Medium
shoppingcom,11,Hard
shops,5,Easy
shopzilla,9,Hard
shore,5,Easy
short,5,Easy
shortcuts,9,Hard
shorter,7,Medium
shortly,7,Medium
shorts,6,Medium
shots,5,Easy
should,6,Medium
shoulder,8,Medium
showcase,8,Medium
showed,6,Medium
shower,6,Medium
showers,7,Medium
showing,7,Medium
shown,5,Easy
shows,5,Easy
showtimes,9,Hard
shuttle,7,Medium
sides,5,Easy
siemens,7,Medium
sierra,6,Medium
sight,5,Easy
sigma,5,Easy
signal,6,Medium
signals,7,Medium
signature,9,Hard
signatures,10,Hard
signed,6,Medium
significance,12,Hard
significant,11,Hard
significantly,13,Hard
signing,7,Medium
signs,5,Easy
signup,6,Medium
silence,7,Medium
silent,6,Medium
silicon,7,Medium
silly,5,Easy
silver,6,Medium
similar,7,Medium
similarly,9,Hard
simon,5,Easy
simple,6,Medium
simplified,10,Hard
simply,6,Medium
simpson,7,Medium
simpsons,8,Medium
simulation,10,Hard
simulations,11,Hard
simultaneously,14,Hard
since,5,Easy
singapore,9,Hard
singer,6,Medium
singh,5,Easy
singing,7,Medium
single,6,Medium
singles,7,Medium
sister,6,Medium
sisters,7,Medium
sitemap,7,Medium
sites,5,Easy
sitting,7,Medium
situated,8,Medium
situation,9,Hard
situations,10,Hard
sixth,5,Easy
sized,5,Easy
sizes,5,Easy
skating,7,Medium
skiing,6,Medium
skill,5,Easy
skilled,7,Medium
skills,6,Medium
skins,5,Easy
skirt,5,Easy
skirts,6,Medium
skype,5,Easy
slave,5,Easy
sleep,5,Easy
sleeping,8,Medium
sleeps,6,Medium
sleeve,6,Medium
slide,5,Easy
slides,6,Medium
slideshow,9,Hard
slight,6,Medium
slightly,8,Medium
slope,5,Easy
slots,5,Easy
slovak,6,Medium
slovakia,8,Medium
slovenia,8,Medium
slowly,6,Medium
sluts,5,Easy
small,5,Easy
smaller,7,Medium
smart,5,Easy
smell,5,Easy
smile,5,Easy
smilies,7,Medium
smith,5,Easy
smithsonian,11,Hard
smoke,5,Easy
smoking,7,Medium
smooth,6,Medium
snake,5,Easy
snapshot,8,Medium
snowboard,9,Hard
soccer,6,Medium
social,6,Medium
societies,9,Hard
society,7,Medium
sociology,9,Hard
socket,6,Medium
socks,5,Easy
sodium,6,Medium
softball,8,Medium
software,8,Medium
solar,5,Easy
solaris,7,Medium
soldier,7,Medium
soldiers,8,Medium
solely,6,Medium
solid,5,Easy
solomon,7,Medium
solution,8,Medium
solutions,9,Hard
solve,5,Easy
solved,6,Medium
solving,7,Medium
somalia,7,Medium
somebody,8,Medium
somehow,7,Medium
someone,7,Medium
somerset,8,Medium
something,9,Hard
sometimes,9,Hard
somewhat,8,Medium
somewhere,9,Hard
songs,5,Easy
sonic,5,Easy
soonest,7,Medium
sophisticated,13,Hard
sorry,5,Easy
sorted,6,Medium
sorts,5,Easy
sought,6,Medium
souls,5,Easy
sound,5,Easy
sounds,6,Medium
soundtrack,10,Hard
source,6,Medium
sources,7,Medium
south,5,Easy
southampton,11,Hard
southeast,9,Hard
southern,8,Medium
southwest,9,Hard
soviet,6,Medium
space,5,Easy
spaces,6,Medium
spain,5,Easy
spanish,7,Medium
spank,5,Easy
spanking,8,Medium
sparc,5,Easy
spare,5,Easy
spatial,7,Medium
speak,5,Easy
speaker,7,Medium
speakers,8,Medium
speaking,8,Medium
speaks,6,Medium
spears,6,Medium
special,7,Medium
specialist,10,Hard
specialists,11,Hard
specialized,11,Hard
specializing,12,Hard
specially,9,Hard
specials,8,Medium
specialties,11,Hard
specialty,9,Hard
species,7,Medium
specific,8,Medium
specifically,12,Hard
specification,13,Hard
specifications,14,Hard
specifics,9,Hard
specified,9,Hard
specifies,9,Hard
specify,7,Medium
specs,5,Easy
spectacular,11,Hard
spectrum,8,Medium
speech,6,Medium
speeches,8,Medium
speed,5,Easy
speeds,6,Medium
spell,5,Easy
spelling,8,Medium
spencer,7,Medium
spend,5,Easy
spending,8,Medium
spent,5,Easy
sperm,5,Easy
sphere,6,Medium
spice,5,Easy
spider,6,Medium
spies,5,Easy
spine,5,Easy
spirit,6,Medium
spirits,7,Medium
spiritual,9,Hard
spirituality,12,Hard
split,5,Easy
spoke,5,Easy
spoken,6,Medium
spokesman,9,Hard
sponsor,7,Medium
sponsored,9,Hard
sponsors,8,Medium
sponsorship,11,Hard
sport,5,Easy
sporting,8,Medium
sports,6,Medium
spotlight,9,Hard
spots,5,Easy
spouse,6,Medium
spray,5,Easy
spread,6,Medium
spreading,9,Hard
spring,6,Medium
springer,8,Medium
springfield,11,Hard
springs,7,Medium
sprint,6,Medium
spyware,7,Medium
squad,5,Easy
square,6,Medium
squirt,6,Medium
squirting,9,Hard
stability,9,Hard
stable,6,Medium
stack,5,Easy
stadium,7,Medium
staff,5,Easy
staffing,8,Medium
stage,5,Easy
stages,6,Medium
stainless,9,Hard
stakeholders,12,Hard
stamp,5,Easy
stamps,6,Medium
stand,5,Easy
standard,8,Medium
standards,9,Hard
standing,8,Medium
standings,9,Hard
stands,6,Medium
stanford,8,Medium
stanley,7,Medium
starring,8,Medium
stars,5,Easy
starsmerchant,13,Hard
start,5,Easy
started,7,Medium
starter,7,Medium
starting,8,Medium
starts,6,Medium
startup,7,Medium
state,5,Easy
stated,6,Medium
statement,9,Hard
statements,10,Hard
states,6,Medium
statewide,9,Hard
static,6,Medium
stating,7,Medium
station,7,Medium
stationery,10,Hard
stations,8,Medium
statistical,11,Hard
statistics,10,Hard
stats,5,Easy
status,6,Medium
statute,7,Medium
statutes,8,Medium
statutory,9,Hard
stayed,6,Medium
staying,7,Medium
stays,5,Easy
steady,6,Medium
steal,5,Easy
steam,5,Easy
steel,5,Easy
steering,8,Medium
stephanie,9,Hard
stephen,7,Medium
steps,5,Easy
stereo,6,Medium
sterling,8,Medium
steve,5,Easy
steven,6,Medium
stevens,7,Medium
stewart,7,Medium
stick,5,Easy
sticker,7,Medium
stickers,8,Medium
sticks,6,Medium
sticky,6,Medium
still,5,Easy
stock,5,Easy
stockholm,9,Hard
stockings,9,Hard
stocks,6,Medium
stolen,6,Medium
stomach,7,Medium
stone,5,Easy
stones,6,Medium
stood,5,Easy
stopped,7,Medium
stopping,8,Medium
stops,5,Easy
storage,7,Medium
store,5,Easy
stored,6,Medium
stores,6,Medium
stories,7,Medium
storm,5,Easy
story,5,Easy
straight,8,Medium
strain,6,Medium
strand,6,Medium
strange,7,Medium
stranger,8,Medium
strap,5,Easy
strategic,9,Hard
strategies,10,Hard
strategy,8,Medium
stream,6,Medium
streaming,9,Hard
streams,7,Medium
street,6,Medium
streets,7,Medium
strength,8,Medium
strengthen,10,Hard
strengthening,13,Hard
strengths,9,Hard
stress,6,Medium
stretch,7,Medium
strict,6,Medium
strictly,8,Medium
strike,6,Medium
strikes,7,Medium
striking,8,Medium
string,6,Medium
strings,7,Medium
strip,5,Easy
stripes,7,Medium
strips,6,Medium
stroke,6,Medium
strong,6,Medium
stronger,8,Medium
strongly,8,Medium
struck,6,Medium
struct,6,Medium
structural,10,Hard
structure,9,Hard
structured,10,Hard
structures,10,Hard
struggle,8,Medium
stuart,6,Medium
stuck,5,Easy
student,7,Medium
students,8,Medium
studied,7,Medium
studies,7,Medium
studio,6,Medium
studios,7,Medium
study,5,Easy
studying,8,Medium
stuff,5,Easy
stuffed,7,Medium
stunning,8,Medium
stupid,6,Medium
style,5,Easy
styles,6,Medium
stylish,7,Medium
stylus,6,Medium
subaru,6,Medium
subcommittee,12,Hard
subdivision,11,Hard
subject,7,Medium
subjects,8,Medium
sublime,7,Medium
sublimedirectory,16,Hard
submission,10,Hard
submissions,11,Hard
submit,6,Medium
submitted,9,Hard
submitting,10,Hard
subscribe,9,Hard
subscriber,10,Hard
subscribers,11,Hard
subscription,12,Hard
subscriptions,13,Hard
subsection,10,Hard
subsequent,10,Hard
subsequently,12,Hard
subsidiaries,12,Hard
subsidiary,10,Hard
substance,9,Hard
substances,10,Hard
substantial,11,Hard
substantially,13,Hard
substitute,10,Hard
subtle,6,Medium
suburban,8,Medium
succeed,7,Medium
success,7,Medium
successful,10,Hard
successfully,12,Hard
sucking,7,Medium
sucks,5,Easy
sudan,5,Easy
sudden,6,Medium
suddenly,8,Medium
suffer,6,Medium
suffered,8,Medium
suffering,9,Hard
sufficient,10,Hard
sufficiently,12,Hard
sugar,5,Easy
suggest,7,Medium
suggested,9,Hard
suggesting,10,Hard
suggestion,10,Hard
suggestions,11,Hard
suggests,8,Medium
suicide,7,Medium
suitable,8,Medium
suite,5,Easy
suited,6,Medium
suites,6,Medium
suits,5,Easy
sullivan,8,Medium
summaries,9,Hard
summary,7,Medium
summer,6,Medium
summit,6,Medium
sunday,6,Medium
sunglasses,10,Hard
sunny,5,Easy
sunrise,7,Medium
sunset,6,Medium
sunshine,8,Medium
super,5,Easy
superb,6,Medium
superintendent,14,Hard
superior,8,Medium
supervision,11,Hard
supervisor,10,Hard
supervisors,11,Hard
supplement,10,Hard
supplemental,12,Hard
supplements,11,Hard
supplied,8,Medium
supplier,8,Medium
suppliers,9,Hard
supplies,8,Medium
supply,6,Medium
support,7,Medium
supported,9,Hard
supporters,10,Hard
supporting,10,Hard
supports,8,Medium
suppose,7,Medium
supposed,8,Medium
supreme,7,Medium
surely,6,Medium
surface,7,Medium
surfaces,8,Medium
surfing,7,Medium
surge,5,Easy
surgeon,7,Medium
surgeons,8,Medium
surgery,7,Medium
surgical,8,Medium
surname,7,Medium
surplus,7,Medium
surprise,8,Medium
surprised,9,Hard
surprising,10,Hard
surrey,6,Medium
surround,8,Medium
surrounded,10,Hard
surrounding,11,Hard
surveillance,12,Hard
survey,6,Medium
surveys,7,Medium
survival,8,Medium
survive,7,Medium
survivor,8,Medium
survivors,9,Hard
susan,5,Easy
suspect,7,Medium
suspected,9,Hard
suspended,9,Hard
suspension,10,Hard
sussex,6,Medium
sustainability,14,Hard
sustainable,11,Hard
sustained,9,Hard
suzuki,6,Medium
sweden,6,Medium
swedish,7,Medium
sweet,5,Easy
swift,5,Easy
swimming,8,Medium
swing,5,Easy
swingers,8,Medium
swiss,5,Easy
switch,6,Medium
switched,8,Medium
switches,8,Medium
switching,9,Hard
switzerland,11,Hard
sword,5,Easy
sydney,6,Medium
symantec,8,Medium
symbol,6,Medium
symbols,7,Medium
sympathy,8,Medium
symphony,8,Medium
symposium,9,Hard
symptoms,8,Medium
syndicate,9,Hard
syndication,11,Hard
syndrome,8,Medium
synopsis,8,Medium
syntax,6,Medium
synthesis,9,Hard
synthetic,9,Hard
syracuse,8,Medium
syria,5,Easy
system,6,Medium
systematic,10,Hard
systems,7,Medium
table,5,Easy
tables,6,Medium
tablet,6,Medium
tablets,7,Medium
tackle,6,Medium
tactics,7,Medium
tagged,6,Medium
tahoe,5,Easy
taiwan,6,Medium
taken,5,Easy
takes,5,Easy
taking,6,Medium
talent,6,Medium
talented,8,Medium
tales,5,Easy
talked,6,Medium
talking,7,Medium
talks,5,Easy
tamil,5,Easy
tampa,5,Easy
tanks,5,Easy
tanzania,8,Medium
tapes,5,Easy
target,6,Medium
targeted,8,Medium
targets,7,Medium
tariff,6,Medium
tasks,5,Easy
taste,5,Easy
tattoo,6,Medium
taught,6,Medium
taxation,8,Medium
taxes,5,Easy
taylor,6,Medium
teach,5,Easy
teacher,7,Medium
teachers,8,Medium
teaches,7,Medium
teaching,8,Medium
teams,5,Easy
tears,5,Easy
technical,9,Hard
technician,10,Hard
technique,9,Hard
techniques,10,Hard
techno,6,Medium
technological,13,Hard
technologies,12,Hard
technology,10,Hard
techrepublic,12,Hard
teddy,5,Easy
teenage,7,Medium
teens,5,Easy
teeth,5,Easy
telecharger,11,Hard
telecom,7,Medium
telecommunications,18,Hard
telephone,9,Hard
telephony,9,Hard
telescope,9,Hard
television,10,Hard
televisions,11,Hard
telling,7,Medium
tells,5,Easy
temperature,11,Hard
temperatures,12,Hard
template,8,Medium
templates,9,Hard
temple,6,Medium
temporal,8,Medium
temporarily,11,Hard
temporary,9,Hard
tenant,6,Medium
tender,6,Medium
tennessee,9,Hard
tennis,6,Medium
tension,7,Medium
terminal,8,Medium
terminals,9,Hard
termination,11,Hard
terminology,11,Hard
terms,5,Easy
terrace,7,Medium
terrain,7,Medium
terrible,8,Medium
territories,11,Hard
territory,9,Hard
terror,6,Medium
terrorism,9,Hard
terrorist,9,Hard
terrorists,10,Hard
terry,5,Easy
testament,9,Hard
tested,6,Medium
testimonials,12,Hard
testimony,9,Hard
testing,7,Medium
tests,5,Easy
texas,5,Easy
textbook,8,Medium
textbooks,9,Hard
textile,7,Medium
textiles,8,Medium
texts,5,Easy
texture,7,Medium
thailand,8,Medium
thank,5,Easy
thanks,6,Medium
thanksgiving,12,Hard
thats,5,Easy
theater,7,Medium
theaters,8,Medium
theatre,7,Medium
theft,5,Easy
thehun,6,Medium
their,5,Easy
theme,5,Easy
themes,6,Medium
themselves,10,Hard
theology,8,Medium
theorem,7,Medium
theoretical,11,Hard
theories,8,Medium
theory,6,Medium
therapeutic,11,Hard
therapist,9,Hard
therapy,7,Medium
there,5,Easy
thereafter,10,Hard
thereby,7,Medium
therefore,9,Hard
thereof,7,Medium
thermal,7,Medium
thesaurus,9,Hard
these,5,Easy
thesis,6,Medium
thick,5,Easy
thickness,9,Hard
thing,5,Easy
things,6,Medium
think,5,Easy
thinking,8,Medium
thinkpad,8,Medium
thinks,6,Medium
third,5,Easy
thirty,6,Medium
thomas,6,Medium
thompson,8,Medium
thomson,7,Medium
thong,5,Easy
thongs,6,Medium
thorough,8,Medium
thoroughly,10,Hard
those,5,Easy
though,6,Medium
thought,7,Medium
thoughts,8,Medium
thousand,8,Medium
thousands,9,Hard
thread,6,Medium
threaded,8,Medium
threads,7,Medium
threat,6,Medium
threatened,10,Hard
threatening,11,Hard
threats,7,Medium
three,5,Easy
threesome,9,Hard
threshold,9,Hard
thriller,8,Medium
throat,6,Medium
through,7,Medium
throughout,10,Hard
throw,5,Easy
throwing,8,Medium
thrown,6,Medium
throws,6,Medium
thumb,5,Easy
thumbnail,9,Hard
thumbnails,10,Hard
thumbs,6,Medium
thumbzilla,10,Hard
thunder,7,Medium
thursday,8,Medium
ticket,6,Medium
tickets,7,Medium
tiffany,7,Medium
tiger,5,Easy
tigers,6,Medium
tight,5,Easy
tiles,5,Easy
timber,6,Medium
timeline,8,Medium
timely,6,Medium
timer,5,Easy
times,5,Easy
timing,6,Medium
timothy,7,Medium
tions,5,Easy
tired,5,Easy
tires,5,Easy
tissue,6,Medium
titanium,8,Medium
titans,6,Medium
title,5,Easy
titled,6,Medium
titles,6,Medium
titten,6,Medium
tobacco,7,Medium
tobago,6,Medium
today,5,Easy
toddler,7,Medium
together,8,Medium
toilet,6,Medium
token,5,Easy
tokyo,5,Easy
tolerance,9,Hard
tomato,6,Medium
tomatoes,8,Medium
tommy,5,Easy
tomorrow,8,Medium
toner,5,Easy
tones,5,Easy
tongue,6,Medium
tonight,7,Medium
toolbar,7,Medium
toolbox,7,Medium
toolkit,7,Medium
tools,5,Easy
tooth,5,Easy
topic,5,Easy
topics,6,Medium
topless,7,Medium
toronto,7,Medium
torture,7,Medium
toshiba,7,Medium
total,5,Easy
totally,7,Medium
totals,6,Medium
touch,5,Easy
touched,7,Medium
tough,5,Easy
touring,7,Medium
tourism,7,Medium
tourist,7,Medium
tournament,10,Hard
tournaments,11,Hard
tours,5,Easy
toward,6,Medium
towards,7,Medium
tower,5,Easy
towers,6,Medium
towns,5,Easy
township,8,Medium
toxic,5,Easy
toyota,6,Medium
trace,5,Easy
track,5,Easy
trackback,9,Hard
trackbacks,10,Hard
tracked,7,Medium
tracker,7,Medium
tracking,8,Medium
tracks,6,Medium
tract,5,Easy
tractor,7,Medium
tracy,5,Easy
trade,5,Easy
trademark,9,Hard
trademarks,10,Hard
trader,6,Medium
trades,6,Medium
trading,7,Medium
tradition,9,Hard
traditional,11,Hard
traditions,10,Hard
traffic,7,Medium
tragedy,7,Medium
trail,5,Easy
trailer,7,Medium
trailers,8,Medium
trails,6,Medium
train,5,Easy
trained,7,Medium
trainer,7,Medium
trainers,8,Medium
training,8,Medium
trains,6,Medium
tramadol,8,Medium
trance,6,Medium
tranny,6,Medium
trans,5,Easy
transaction,11,Hard
transactions,12,Hard
transcript,10,Hard
transcription,13,Hard
transcripts,11,Hard
transexual,10,Hard
transexuales,12,Hard
transfer,8,Medium
transferred,11,Hard
transfers,9,Hard
transform,9,Hard
transformation,14,Hard
transit,7,Medium
transition,10,Hard
translate,9,Hard
translated,10,Hard
translation,11,Hard
translations,12,Hard
translator,10,Hard
transmission,12,Hard
transmit,8,Medium
transmitted,11,Hard
transparency,12,Hard
transparent,11,Hard
transport,9,Hard
transportation,14,Hard
transsexual,11,Hard
trash,5,Easy
trauma,6,Medium
travel,6,Medium
traveler,8,Medium
travelers,9,Hard
traveling,9,Hard
traveller,9,Hard
travelling,10,Hard
travels,7,Medium
travesti,8,Medium
travis,6,Medium
treasure,8,Medium
treasurer,9,Hard
treasures,9,Hard
treasury,8,Medium
treat,5,Easy
treated,7,Medium
treating,8,Medium
treatment,9,Hard
treatments,10,Hard
treaty,6,Medium
trees,5,Easy
trembl,6,Medium
tremendous,10,Hard
